transaction_date,buuid,transaction_value,approved_transaction_count,failed_transaction_count
2021-11-23,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,3810,54,4
2021-11-23,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,40,1,0
2021-11-23,1627716477597-8c0b9490-3bfb-4dce-9e68-5873a6b7e858,7507,22,1
2021-11-23,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,1394,5,12
2021-11-23,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,2840,17,3
2021-11-23,1607104477200-3fedb207-1fab-4b71-9ef5-ade3b694b5b8,650,2,0
2021-11-23,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,1973.3,9,2
2021-11-24,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,6340,12,0
2021-11-24,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,1860,7,6
2021-11-24,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,27510,21,3
2021-11-24,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,1120,9,1
2021-11-24,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,1833.6,10,2
2021-11-24,1598956810701-5ba980b1-2a8e-4c82-b697-85a6800f4697,700,3,2
2021-11-25,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,1370,32,12
2021-11-25,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,891.01,15,1
2021-11-25,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,3386,17,3
2021-11-25,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,2410,18,1
2021-11-25,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,2573,13,13
2021-11-25,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,4780,70,7
2021-11-25,1592750607430-7f256653-718d-47f9-8c0a-91d528e3e286,272.1,3,1
2021-11-26,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,39952,96,14
2021-11-26,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,331,4,11
2021-11-26,1592750607430-7f256653-718d-47f9-8c0a-91d528e3e286,72,1,1
2021-11-26,1474536195771-180abe91-5d55-4426-ba7a-76b5fec1a897,800,4,0
2021-11-26,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,2394,8,1
2021-11-26,1627102202940-f65a33d6-f2cb-475e-bf8c-70e00a6a5aab,2579,12,7
2021-11-26,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,24540,38,6
2021-11-26,1527233257004-13587f24-7c52-42fe-b08c-0dca6106e4e6,7205,5,0
2021-11-26,1595282121192-b716e908-9ff5-4e1c-a59b-fc495f57916f,3175,32,7
2021-11-26,1547072155388-6473e8ed-1a3f-45af-a8e1-97420b9aaf9f,2850,4,2
2021-11-26,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,37836,44,0
2021-11-26,1629204142278-6833c181-f50b-4e7a-a799-9f8e113ac321,28,1,0
2021-11-26,1624533349577-7a44f42d-588a-4217-8ac2-e9ffffc1199c,400,3,3
2021-11-27,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,6219.18,72,38
2021-11-27,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,30378.22,188,80
2021-11-27,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,390,4,3
2021-11-27,1606244894944-ed2fc1e0-72f5-49cb-b331-3118026b3316,34210,124,2
2021-11-27,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,2340,26,2
2021-11-27,1517567512986-dd1b0795-47e6-4232-ac4c-4ec28749773e,4501,19,2
2021-11-27,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,5330,15,7
2021-11-27,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,16428,30,4
2021-11-27,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,4685,9,3
2021-11-27,1624965760494-393844ec-3589-408e-ac9f-c20520e156a0,2850,5,0
2021-11-28,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,1703,9,1
2021-11-28,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,14570.4,152,116
2021-11-28,1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,2556,14,15
2021-11-28,1581633732665-416ca8f8-dc68-4567-be17-c6ed13609eb0,9367.1,10,8
2021-11-28,1624533349577-7a44f42d-588a-4217-8ac2-e9ffffc1199c,576,7,5
2021-11-28,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,420,7,0
2021-11-29,1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,5700,62,8
2021-11-29,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,834,5,0
2021-11-29,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,9952,112,0
2021-11-29,1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,519,6,0
2021-11-30,1595282121192-b716e908-9ff5-4e1c-a59b-fc495f57916f,3596.9,30,3
2021-11-30,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,515.4,5,1
2021-11-30,1613234197112-567f98f0-bc7c-41e7-b770-1c8d6c30475b,1335,3,0
2021-11-30,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,23707,10,10
2021-11-30,1624533349577-7a44f42d-588a-4217-8ac2-e9ffffc1199c,70,1,3
2021-11-30,1598260387230-b0c5f7f9-85f7-4626-985f-dd3cca86f197,306,3,1
2021-12-01,1616231397864-df7a3435-74d4-43e3-a7da-596ea6b1e667,3570,37,16
2021-12-01,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,1302,16,0
2021-12-01,1618927930223-3d4ede3f-8eea-4ee8-913a-39010c3897e8,1820,3,0
2021-12-01,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,3838,5,4
2021-12-02,1570610804261-f84376e3-6bd3-4c1f-a4c8-8b63b6ec4b27,3070,7,0
2021-12-02,1608703291161-343b015e-ae54-4d3f-bdab-34f43092a7ef,560,2,0
2021-12-02,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,29386,88,16
2021-12-02,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,16428,38,2
2021-12-02,1471869286358-fdc228c1-8fc1-4070-b9be-243aabd79909,1686.7,2,2
2021-12-02,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,1145,5,0
2021-12-02,1627716477597-8c0b9490-3bfb-4dce-9e68-5873a6b7e858,10049,40,0
2021-12-02,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,342,5,0
2021-12-03,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,4000,36,5
2021-12-03,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,23986,42,6
2021-12-03,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,3555,18,0
2021-12-03,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,1320,6,2
2021-12-03,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,1525,3,0
2021-12-03,1611953149392-ba17d06d-3794-455d-a7a4-98ea51ee3c92,1670,6,1
2021-12-03,1616842408794-6a7e7172-44df-499f-bfa9-55c77463d6af,1026,10,2
2021-12-03,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,16978,42,18
2021-12-03,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,7300,53,8
2021-12-03,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,452.22,4,0
2021-12-04,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,6198,27,23
2021-12-04,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,730,6,1
2021-12-04,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,13820,24,0
2021-12-04,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,3340,10,0
2021-12-04,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,25300.9,6,4
2021-12-04,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,1950,3,0
2021-12-04,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,3150,27,8
2021-12-04,1598260387230-b0c5f7f9-85f7-4626-985f-dd3cca86f197,754,9,1
2021-12-04,1627813884804-55c2f1f2-3e86-421b-b997-31523714a1ac,4235,13,4
2021-12-04,1571048789474-d419ea0c-0926-4673-8d74-1f66860870db,275,2,0
2021-12-05,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,2225,6,3
2021-12-05,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,3940,32,12
2021-12-05,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,4946.56,64,124
2021-12-05,1612875502189-071f7d13-9385-4836-bce0-2d58040ca801,1503,18,5
2021-12-06,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,18204,54,24
2021-12-06,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,223,6,6
2021-12-06,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,9759,25,3
2021-12-07,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,8015,65,25
2021-12-07,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,3413,11,1
2021-12-07,1606889051310-95206022-8197-4872-a136-032c381b2b44,5640,12,0
2021-12-07,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,7154,13,1
2021-12-07,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,45501,164,17
2021-12-07,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,3084.32,40,36
2021-12-07,1612875502189-071f7d13-9385-4836-bce0-2d58040ca801,406,8,2
2021-07-01,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,16318.5,6,2
2021-07-01,1617124884706-9a12d090-219c-4142-b1f6-7fbde6fca746,1260,4,6
2021-07-01,1543915907471-052079f7-ee80-4592-8582-e525e69753dd,612,2,0
2021-07-01,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,1939.6,5,2
2021-07-02,1539279493393-a679f971-0d0d-411c-8605-f794a486651a,3650,5,0
2021-07-02,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,2525,9,2
2021-07-03,1489738068558-d548daca-303c-4b94-8a4d-d876d6336751,1000,8,8
2021-07-03,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,485,1,3
2021-07-04,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,3314,13,0
2021-07-04,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,718,5,0
2021-07-05,1574942256239-bc2aa261-d428-4353-a112-e0f351193700,3648,10,4
2021-07-05,1571576108504-059a0264-c79e-4722-abed-3cb01abd38f0,120,1,0
2021-07-05,1570870577807-45df98b6-bbd9-48bd-bd31-6c822e1df005,790,2,0
2021-07-06,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,7205,10,1
2021-07-06,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,2800,6,0
2021-07-07,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,1590,7,1
2021-07-08,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,4040,5,0
2021-07-09,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,220,2,4
2021-07-09,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,190,3,0
2021-07-09,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,6176.8,20,3
2021-07-09,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,4520,20,6
2021-07-09,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,2777.35,5,1
2021-07-09,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,6450,9,3
2021-07-09,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,465,3,0
2021-07-09,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,1890,12,1
2021-07-10,1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,740,3,0
2021-07-11,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,245,1,0
2021-07-11,1624993370672-bdb26b9e-de6d-4f83-b86b-ea2980d5ac25,790,4,1
2021-07-12,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,12780,15,0
2021-07-13,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,660,1,0
2021-07-14,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,1050,3,3
2021-07-14,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,3844,11,1
2021-07-14,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,3900,9,0
2021-07-14,1617280710337-a99376ab-fc4c-4ca0-a004-00a327a7b2a9,2660,4,0
2021-07-15,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,1273,3,0
2021-07-15,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,323,3,0
2021-07-15,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,4320,4,4
2021-07-15,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,5380,10,0
2021-07-16,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,4160,3,0
2021-07-16,1549369380501-4a76d419-be6c-4ff6-9705-5d2186f58fa4,4039.9,5,0
2021-07-17,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,330,4,3
2021-07-17,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,2535,2,4
2021-07-17,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,480,2,4
2021-07-18,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,630,6,3
2021-07-19,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,720,5,2
2021-07-19,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,240,4,0
2021-07-19,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,1260,10,0
2021-07-19,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,665,2,1
2021-07-19,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,1251,6,0
2021-07-19,1498144622675-cd9a0afc-2435-48d8-9199-c543c709d22b,1320,5,0
2021-07-20,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,1150,3,0
2021-07-21,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,9240,12,0
2021-07-21,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,18185,45,15
2021-07-22,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,1300,2,0
2021-07-22,1625034264662-dd2a906c-c358-453e-ab81-0ceed7213588,412,5,0
2021-07-22,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,1000,2,0
2021-07-23,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,55800,24,6
2021-07-23,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,2204.1,9,4
2021-07-24,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,9990,18,0
2021-07-25,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,2181,14,1
2021-07-26,1537776497168-7927fc24-4d77-4d5a-b2ec-98602f920bf0,11475,12,1
2021-07-26,1586897559191-f97b47c8-b64c-4bf3-958c-c8620c23f989,2922,11,1
2021-07-27,1471606017532-76bd4dab-792e-4deb-8ad8-a6d44f5922c7,3518,4,1
2021-07-27,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,2890,4,0
2021-07-28,1491195056982-bff0eed0-c3f4-4e0c-8cc3-339b1cac769e,1745,4,1
2021-07-28,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,1683,11,1
2021-07-28,1616231397864-df7a3435-74d4-43e3-a7da-596ea6b1e667,707,10,4
2021-07-28,1556345949340-f416e50d-f254-43ea-8d0d-ff8d6701e1e1,159,1,0
2021-07-29,1606402847444-7ea434b0-ed9c-4d13-a7a7-d2fa478cd6c1,5,1,1
2021-07-29,1598956810701-5ba980b1-2a8e-4c82-b697-85a6800f4697,1604,4,1
2021-07-30,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2010,32,10
2021-07-30,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,1010,12,2
2021-07-30,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,3700,14,1
2021-07-30,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,891,5,1
2021-08-01,1608219600940-a4207577-3395-4117-92b3-d870ec721416,410,4,0
2021-08-01,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,973,10,0
2021-08-02,1528872407651-d0238070-51a3-4f8c-8def-71767e9a403e,5,1,0
2021-08-02,1577890113823-7279469c-9405-456d-ad07-8b3f114b5a0e,21504.55,1,0
2021-08-04,1617124884706-9a12d090-219c-4142-b1f6-7fbde6fca746,900,3,1
2021-08-04,1474536195771-180abe91-5d55-4426-ba7a-76b5fec1a897,425,2,0
2021-08-04,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,2908,8,0
2021-08-04,1596037113342-fb4f6470-9f49-4a3e-a877-7d4a8ea88985,364.5,4,2
2021-08-04,1602079725480-b17c6c01-1b82-4ffa-b5ae-9dced2eb16e7,145,2,1
2021-08-04,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,4421,5,0
2021-08-05,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1645,24,0
2021-08-05,1584359884562-4995383c-0d1d-4c39-a4ca-d86e1325a0e0,650,4,0
2021-08-05,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,5730,15,0
2021-08-05,1620911603748-25de737a-fc7b-458f-9c06-c2ce9b18ea0c,110,3,0
2021-08-05,1553192471810-40369f98-6533-4520-828c-7ca23266014e,955,7,3
2021-08-06,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,1730,2,1
2021-08-07,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,7195,45,25
2021-08-07,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,10309.76,100,24
2021-08-07,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,725,11,2
2021-08-07,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,52200,18,24
2021-08-08,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,973,6,10
2021-08-09,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,630,3,0
2021-08-09,1588848041740-384c66c5-1448-4812-8d05-b38e3c99ebc0,1320,3,0
2021-08-09,1532008314048-9d580958-8614-4f4a-a8f4-23ee3e565b70,300,1,2
2021-08-10,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,36900,18,6
2021-08-11,1581747840696-22e498e7-f2eb-4e15-9b20-8a400f37d916,730,2,3
2021-08-11,1610560409103-2f697a42-0fff-4ddd-87e7-4d21594919a5,1025,4,0
2021-08-11,1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,1740,5,0
2021-08-11,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,2450,18,2
2021-08-11,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,34220,55,10
2021-08-12,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,2175.16,15,4
2021-08-12,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,1257,12,0
2021-08-12,1617280710337-a99376ab-fc4c-4ca0-a004-00a327a7b2a9,5745.78,4,1
2021-08-12,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,24190,75,5
2021-08-12,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,9120,33,6
2021-08-12,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,100,1,0
2021-08-13,1478954518173-498e0512-7304-4e8e-93fb-0aa5eda99b5c,800,2,0
2021-08-13,1512302249032-b4289826-1258-427b-be14-8cab04a14c26,806,3,6
2021-08-14,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,4840,12,0
2021-08-16,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,14384,168,0
2021-08-17,1621202180552-ceb72c1f-78ff-42e0-af72-22dd4001d22a,563,5,2
2021-08-18,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,60,1,0
2021-08-18,1503491920099-5eb65a5b-3c92-4e7b-b705-538a60cd5cc3,8250,24,6
2021-08-18,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,107.5,3,2
2021-08-19,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,653,6,0
2021-08-19,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,2963.17,9,0
2021-08-19,1614940783691-4dc1f60b-a3ef-4a15-9f10-03015eb12b33,43950,4,0
2021-08-19,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,220,2,0
2021-08-20,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,3221,9,3
2021-08-20,1471869286358-fdc228c1-8fc1-4070-b9be-243aabd79909,8340,6,0
2021-08-20,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,300,2,6
2021-08-20,1551779963382-7e02ed3f-95e2-4886-b601-cabad1c9e60d,470,2,1
2021-08-20,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,419.5,6,0
2021-08-21,1603903434921-c575c532-b033-410a-9de9-f2d7e18f8401,8260,10,0
2021-08-22,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,7882.98,20,13
2021-08-22,1446720162513-27a5f622-458c-40f5-b2a0-7c24f44a3c21,497.4,2,1
2021-08-22,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,1120,4,0
2021-08-23,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,11800,30,0
2021-08-23,1572023920337-786cc891-e3cf-4cd6-93bd-3e0069307088,50,1,0
2021-08-23,1509109286074-0c36ba7d-023c-4694-85ec-3e0b6fdcacbc,765,5,0
2021-08-24,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,1630.06,4,1
2021-08-24,1592750607430-7f256653-718d-47f9-8c0a-91d528e3e286,668.5,8,3
2021-08-24,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,1090.52,9,0
2021-08-24,1501680821448-190eeff4-b3d0-4674-9f69-3dc56692504b,820,8,0
2021-08-24,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,14820,24,0
2021-08-24,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,1088,18,8
2021-08-25,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,1355,10,2
2021-08-25,1609326140116-5339aed6-b34d-4bee-a6df-c5d0989bc378,950,1,0
2021-08-25,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,1192,9,0
2021-08-25,1550658890053-8878ee95-f2e4-49af-8a5c-360e6a26188b,745,6,2
2021-08-25,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,964,4,0
2021-08-25,1614694496890-dfbe57fc-a9c9-419e-901a-85e8a7885c4e,145,2,0
2021-08-26,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,997.5,12,0
2021-08-26,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,4555,8,0
2021-08-26,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,4760,2,0
2021-08-26,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,4510,10,6
2021-08-27,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,6604,6,2
2021-08-28,1618927930223-3d4ede3f-8eea-4ee8-913a-39010c3897e8,1045,5,2
2021-08-28,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,3000,8,0
2021-08-28,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,518,8,0
2021-08-29,1553615597046-9b181488-e624-4307-8e0c-c647cad9663f,2290,8,4
2021-08-29,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,257,4,0
2021-08-30,1629204142278-6833c181-f50b-4e7a-a799-9f8e113ac321,1185,7,3
2021-08-31,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,28380,15,3
2021-08-31,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,1450,4,2
2021-08-31,1626768194358-6f5d7241-4931-4df0-99ce-f0674c355baf,311,1,0
2021-08-31,1591500802732-90d6f347-4736-46f4-adca-de4520293e2a,500,2,1
2021-09-01,1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,410,1,5
2021-09-02,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,720,2,2
2021-09-03,1614856620057-f471070d-e5f8-4c95-a340-ae24324de3cd,1794,15,0
2021-09-03,1608777682408-c2950cce-fbf1-42c2-806c-4254981aa846,720,2,0
2021-09-03,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,1991,12,2
2021-09-03,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,2915,10,2
2021-09-04,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,2584.77,11,6
2021-09-04,1583168571535-5ee243e2-83dd-423b-bad6-285f0f01a530,280,2,0
2021-09-04,1596037113342-fb4f6470-9f49-4a3e-a877-7d4a8ea88985,331,2,0
2021-09-05,1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,3915,11,4
2021-09-07,1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,1020,3,1
2021-09-07,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,170,1,1
2021-09-08,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,300,3,1
2021-09-08,1606889051310-95206022-8197-4872-a136-032c381b2b44,5480,14,0
2021-09-08,1474536195771-180abe91-5d55-4426-ba7a-76b5fec1a897,341,2,0
2021-09-08,1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,357,5,3
2021-09-09,1627102202940-f65a33d6-f2cb-475e-bf8c-70e00a6a5aab,1457,6,3
2021-09-09,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,710,3,0
2021-09-10,1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,413,5,2
2021-09-10,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,709,10,6
2021-09-10,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,2140,6,0
2021-09-11,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,614,10,0
2021-09-11,1537776497168-7927fc24-4d77-4d5a-b2ec-98602f920bf0,3261,3,0
2021-09-11,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,475,3,1
2021-09-12,1608219600940-a4207577-3395-4117-92b3-d870ec721416,185,2,0
2021-09-12,1605629141854-ae33a384-3e8d-4cec-b910-e2eab3e401eb,2348,2,0
2021-09-12,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,440,2,0
2021-09-13,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,1502,7,2
2021-09-13,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,121.54,2,2
2021-09-13,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,726,4,3
2021-09-13,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,13400,4,1
2021-09-14,1570610804261-f84376e3-6bd3-4c1f-a4c8-8b63b6ec4b27,3655,4,0
